image,label,task,ground_truth_json,source,license,group,source_sha256,content_sha256
data/ifiresmoke/fire_011.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":134.5,""y1"":60.0,""x2"":359.5,""y2"":260.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV4_1_907_jpg,91dcf8ab2f949d70d6a86bf35ea39eda6ca01632741068dca4deaf3792e1a15a,91dcf8ab2f949d70d6a86bf35ea39eda6ca01632741068dca4deaf3792e1a15a
data/ifiresmoke/fire_012.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":171.5,""y1"":23.0,""x2"":234.5,""y2"":208.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:4_jpg,657c4a6438ef7db5bcd7a22802d15bacca76129e518dc51ecdc09ec4d88afedf,657c4a6438ef7db5bcd7a22802d15bacca76129e518dc51ecdc09ec4d88afedf
data/ifiresmoke/fire_013.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":186.0,""y1"":143.5,""x2"":288.0,""y2"":209.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:100_jpg,18b70809a555795252db22481719da57f2c7e092bf8ccbdae22885e51750057f,18b70809a555795252db22481719da57f2c7e092bf8ccbdae22885e51750057f
data/ifiresmoke/fire_014.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":104.0,""y1"":43.0,""x2"":321.0,""y2"":338.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV6_1_607_jpg,cc2d683d3583bcc8a19d28ef733c48b7fe2b4bc021a9fd0e74995ca28ed81ee4,cc2d683d3583bcc8a19d28ef733c48b7fe2b4bc021a9fd0e74995ca28ed81ee4
data/ifiresmoke/fire_015.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":111.5,""y1"":2.0,""x2"":237.5,""y2"":136.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:yt-false-0008_jpg,c05e2aedb2d7af2fd957769a66cfb1f132adaef375e1dc070d7c91d9c79361a1,c05e2aedb2d7af2fd957769a66cfb1f132adaef375e1dc070d7c91d9c79361a1
data/ifiresmoke/fire_016.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":34.5,""y1"":90.0,""x2"":164.5,""y2"":324.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV2_1_679_jpg,4a48414ec99a14fc6966f59ce5cddb66e9e6881875e33e945c2f4f3a188e2295,4a48414ec99a14fc6966f59ce5cddb66e9e6881875e33e945c2f4f3a188e2295
data/ifiresmoke/fire_017.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":166.5,""y1"":82.0,""x2"":213.5,""y2"":294.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_2088_jpg,d2e85fbfec8d0a471c18bc3e0fb1a168ebb50e366d0bf47ca78aaf92de25ece2,d2e85fbfec8d0a471c18bc3e0fb1a168ebb50e366d0bf47ca78aaf92de25ece2
data/ifiresmoke/fire_018.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":114.0,""y1"":161.5,""x2"":270.0,""y2"":257.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV2_1_211_jpg,5719988914e1af7c9482db92c379636a84a1122ba78ec43458221c75f006f936,5719988914e1af7c9482db92c379636a84a1122ba78ec43458221c75f006f936
data/ifiresmoke/fire_019.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":198.0,""y1"":2.0,""x2"":298.0,""y2"":185.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:fire1-767-_jpg,c4511801d9dcc7ed8fde244bb05d4f212069f96f54646f317c76ecc8ba2dc34b,c4511801d9dcc7ed8fde244bb05d4f212069f96f54646f317c76ecc8ba2dc34b
data/ifiresmoke/fire_020.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":146.0,""y1"":0.0,""x2"":290.0,""y2"":303.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV3_1_890_jpg,37f50e88fb15057e0f849934d30cddfeffdc71b04a030f5da812a5bca96ea4ec,37f50e88fb15057e0f849934d30cddfeffdc71b04a030f5da812a5bca96ea4ec
data/ifiresmoke/fire_021.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":123.0,""y1"":171.5,""x2"":172.0,""y2"":313.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_2098_jpg,a22b6b1d2e1cdf90dfab60720117d28ec533ca00582c6cd3de691bf53cd13f12,a22b6b1d2e1cdf90dfab60720117d28ec533ca00582c6cd3de691bf53cd13f12
data/ifiresmoke/fire_022.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":122.0,""y1"":152.0,""x2"":416.0,""y2"":252.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV7_1_942_jpg,31495e003d41fbfd95bd29e2830bc48934526c2cdb3fa8c5342e852e9794ab3d,31495e003d41fbfd95bd29e2830bc48934526c2cdb3fa8c5342e852e9794ab3d
data/ifiresmoke/fire_023.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":236.5,""y1"":143.5,""x2"":281.5,""y2"":213.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_573_jpg,665142b6e77cfbade14e2ed26cc73bdbb62acc9deb5c0d92b1f8e949d9302758,665142b6e77cfbade14e2ed26cc73bdbb62acc9deb5c0d92b1f8e949d9302758
data/ifiresmoke/fire_024.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":4.0,""y1"":59.5,""x2"":415.0,""y2"":414.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV6_1_637_jpg,0d729b9144a82f67c9efe7943bcd53c800c004cb7c69ce8c46facf7a6fbad003,0d729b9144a82f67c9efe7943bcd53c800c004cb7c69ce8c46facf7a6fbad003
data/ifiresmoke/fire_025.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":204.0,""y1"":57.5,""x2"":248.0,""y2"":251.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV4_1_910_jpg,4c7985716406b479c44273591ecbdb94530f47cd40715c58930b0a3530e3f235,4c7985716406b479c44273591ecbdb94530f47cd40715c58930b0a3530e3f235
data/ifiresmoke/fire_026.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":214.0,""y1"":174.5,""x2"":252.0,""y2"":236.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_572_jpg,5f91aa7c08104bbbe3cd2f20dba2a9dbe2bf84a9843eb63a3f1f44e61eb10007,5f91aa7c08104bbbe3cd2f20dba2a9dbe2bf84a9843eb63a3f1f44e61eb10007
data/ifiresmoke/fire_027.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":75.0,""y1"":126.5,""x2"":134.0,""y2"":198.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:137b33fa7a110d65_jpg,627e4ea3bc3a04f14b77b7282a3151082897a1d49c3f9a38218013ba69f301e2,627e4ea3bc3a04f14b77b7282a3151082897a1d49c3f9a38218013ba69f301e2
data/ifiresmoke/fire_028.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":124.5,""y1"":161.0,""x2"":166.5,""y2"":315.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_2097_jpg,1d2d50fb9cc0506052fe37275c0643b21aa4d1c4b6b9fcab4dacbdc05483db3d,1d2d50fb9cc0506052fe37275c0643b21aa4d1c4b6b9fcab4dacbdc05483db3d
data/ifiresmoke/fire_029.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":172.0,""y1"":98.5,""x2"":222.0,""y2"":298.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV9_1_335_jpg,f8695da87bf152e78fe103782943431df41c2a58aa4bf9068d3257690b05cdbd,f8695da87bf152e78fe103782943431df41c2a58aa4bf9068d3257690b05cdbd
data/ifiresmoke/fire_030.jpg,1,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""fire"",""bbox"":{""x1"":3.0,""y1"":16.0,""x2"":416.0,""y2"":416.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV5_1_1395_jpg,a1b4c06210995fc6fd610045dfb92a7541ec8b29856a16734f3be39867ed0578,a1b4c06210995fc6fd610045dfb92a7541ec8b29856a16734f3be39867ed0578
data/ifiresmoke/smoke_001.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":50.0,""y1"":18.0,""x2"":413.0,""y2"":382.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2886_jpg,4abb6d703f9effe854617997dfb5547bb1097e0c66eb26fe02937c52c507b3d0,4abb6d703f9effe854617997dfb5547bb1097e0c66eb26fe02937c52c507b3d0
data/ifiresmoke/smoke_002.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":49.0,""y1"":29.5,""x2"":390.0,""y2"":372.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_3944_jpg,e07ed3ce2ec949f1df3b49419c0fcb26ab499af8278667d2111c2917d074b2ca,e07ed3ce2ec949f1df3b49419c0fcb26ab499af8278667d2111c2917d074b2ca
data/ifiresmoke/smoke_003.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":0.0,""y1"":3.5,""x2"":361.0,""y2"":362.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1920_jpg,41d6bc98a8b20837cbc0e7e7cde792535549a569475919a4e2926ea59f834f58,41d6bc98a8b20837cbc0e7e7cde792535549a569475919a4e2926ea59f834f58
data/ifiresmoke/smoke_004.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":11.0,""y1"":3.5,""x2"":353.0,""y2"":360.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1485_jpg,d129652f6f01e824c15f253d6d19d297a5db6de572fbb959e37f301f653e2964,d129652f6f01e824c15f253d6d19d297a5db6de572fbb959e37f301f653e2964
data/ifiresmoke/smoke_005.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":45.5,""y1"":15.0,""x2"":399.5,""y2"":372.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2775_jpg,e7e155f5c8f2bca1a461fdf90b4b8aca3c239fa7eda894736fe770ac51a68604,e7e155f5c8f2bca1a461fdf90b4b8aca3c239fa7eda894736fe770ac51a68604
data/ifiresmoke/smoke_006.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":17.5,""y1"":25.0,""x2"":360.5,""y2"":377.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1913_jpg,de77531caa0ef984cfa17c6c78469fbd1425f21ffcb38bc2268c2626166c38cc,de77531caa0ef984cfa17c6c78469fbd1425f21ffcb38bc2268c2626166c38cc
data/ifiresmoke/smoke_007.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":128.5,""y1"":115.0,""x2"":310.5,""y2"":275.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_6325_jpg,c62c706bd386de5b6d4f4ebcc66a51ef03aad64523d3dbab54fd4529bf696688,c62c706bd386de5b6d4f4ebcc66a51ef03aad64523d3dbab54fd4529bf696688
data/ifiresmoke/smoke_008.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":35.5,""y1"":51.5,""x2"":375.5,""y2"":407.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4322_jpg,cfa059c82261e2c5647de9643c22150637e74cd7fa0a6c30680e0b2f19bce877,cfa059c82261e2c5647de9643c22150637e74cd7fa0a6c30680e0b2f19bce877
data/ifiresmoke/smoke_009.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":23.5,""y1"":52.0,""x2"":375.5,""y2"":392.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2882_jpg,6ffd6a30e980a617287b69f8839ad0918556e54be5efe86d2a834df33636cd54,6ffd6a30e980a617287b69f8839ad0918556e54be5efe86d2a834df33636cd54
data/ifiresmoke/smoke_010.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":34.5,""y1"":35.5,""x2"":383.5,""y2"":399.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4082_jpg,0b257b40f6b548f2c9a3febe2509eeb8d9994f72a527a9040035ca3d7b67f9f3,0b257b40f6b548f2c9a3febe2509eeb8d9994f72a527a9040035ca3d7b67f9f3
data/ifiresmoke/smoke_011.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":1.5,""y1"":16.5,""x2"":365.5,""y2"":363.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1132_jpg,ba7bd479678c8bab6259630ce531762708c55b9696670bab93e52c4c15b1cd7a,ba7bd479678c8bab6259630ce531762708c55b9696670bab93e52c4c15b1cd7a
data/ifiresmoke/smoke_012.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":2.5,""y1"":44.0,""x2"":354.5,""y2"":393.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1664_jpg,4c2f304b5a9343cc9575c3ecfa497f796c29be29b883e245355ecabe51fc9575,4c2f304b5a9343cc9575c3ecfa497f796c29be29b883e245355ecabe51fc9575
data/ifiresmoke/smoke_013.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":10.0,""y1"":3.0,""x2"":359.0,""y2"":359.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4297_jpg,71cc5188f73ef7a5c85ba228b7c844a9176468be2696be9aca435d742486320e,71cc5188f73ef7a5c85ba228b7c844a9176468be2696be9aca435d742486320e
data/ifiresmoke/smoke_014.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":55.5,""y1"":36.5,""x2"":414.5,""y2"":388.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_459_jpg,744e1f1eb468bf6ec83ed0c121dda1d7f36eeedfe3fee7489950457495174108,744e1f1eb468bf6ec83ed0c121dda1d7f36eeedfe3fee7489950457495174108
data/ifiresmoke/smoke_015.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":11.0,""y1"":5.0,""x2"":379.0,""y2"":345.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2407_jpg,f7251a004e458237899e8d846bf6b78562b267cee2d1a034266405ae2b6f18d7,f7251a004e458237899e8d846bf6b78562b267cee2d1a034266405ae2b6f18d7
data/ifiresmoke/smoke_016.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":149.5,""y1"":50.5,""x2"":332.5,""y2"":199.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_7559_jpg,d084a3c88981a1a6efa37431584fb8c187b86d74d624f1ddd88a7b7f44c0a174,d084a3c88981a1a6efa37431584fb8c187b86d74d624f1ddd88a7b7f44c0a174
data/ifiresmoke/smoke_017.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":45.5,""y1"":62.5,""x2"":399.5,""y2"":412.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1173_jpg,589282696f11b7f19df18a8ea3a964588cad6d7bb20788eea4337d3f18fa5a80,589282696f11b7f19df18a8ea3a964588cad6d7bb20788eea4337d3f18fa5a80
data/ifiresmoke/smoke_018.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":39.0,""y1"":35.5,""x2"":382.0,""y2"":404.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2419_jpg,69a6b21b751ba6803c5ce257832abe315dc024ad73d6a3a75dfe32814c78dd4b,69a6b21b751ba6803c5ce257832abe315dc024ad73d6a3a75dfe32814c78dd4b
data/ifiresmoke/smoke_019.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":18.0,""y1"":8.0,""x2"":377.0,""y2"":351.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1646_jpg,96ada69f34492da51ece8106455c0e48237000df434ab48247dac3bea95b3d70,96ada69f34492da51ece8106455c0e48237000df434ab48247dac3bea95b3d70
